t,surge,sway,heave,roll,pitch,yaw,heave_vel
4.629999999999999893e+00,-4.612388703011776660e-18,-7.987580573851628039e-18,-9.446371123428827510e-02,2.586453224793776873e-18,7.035951064394582614e-18,9.179192263994677684e-13,6.854185952092703427e-02
4.639999999999999680e+00,-4.589613056911575400e-18,-7.952833025875561211e-18,-9.375739779657024653e-02,2.646880732001443484e-18,7.102549473209203846e-18,9.147601349612967815e-13,7.272087136134236518e-02
4.650000000000000355e+00,-4.566219350769044133e-18,-7.916410297201913384e-18,-9.300945581536591844e-02,2.706327369594644111e-18,7.165607073015300883e-18,9.114062009827318444e-13,7.686757077935814364e-02
4.660000000000000142e+00,-4.542219473015806434e-18,-7.878329388324285941e-18,-9.222021761993136335e-02,2.764759055616739637e-18,7.225080002342623299e-18,9.078589142781663018e-13,8.098011674816102401e-02
4.669999999999999929e+00,-4.517625657781281076e-18,-7.838608012033546150e-18,-9.139003387389854627e-02,2.822142059100215347e-18,7.280926176702412172e-18,9.041198505191817522e-13,8.505668341825795009e-02
4.679999999999999716e+00,-4.492450481236770104e-18,-7.797264586161291372e-18,-9.051927341945066596e-02,2.878443019989449753e-18,7.333105314657040488e-18,9.001906705343392557e-13,8.909546092777856363e-02
4.690000000000000391e+00,-4.466706857876049768e-18,-7.754318226094993502e-18,-8.960832311342999124e-02,2.933628968984733687e-18,7.381578962847183116e-18,8.960731195711562099e-13,9.309465620566791111e-02
4.700000000000000178e+00,-4.440408036721536598e-18,-7.709788737061908561e-18,-8.865758765545114772e-02,2.987667347290139657e-18,7.426310519972031221e-18,8.917690265205951425e-13,9.705249376741392764e-02
4.709999999999999964e+00,-4.413567597428727390e-18,-7.663696606170842961e-18,-8.766748940809621082e-02,3.040526026240338024e-18,7.467265259734103637e-18,8.872803031044116695e-13,1.009672165029575353e-01
4.719999999999999751e+00,-4.386199446247376974e-18,-7.616062994193954673e-18,-8.663846820927144365e-02,3.092173326775019741e-18,7.504410352774149880e-18,8.826089430257202806e-13,1.048370864564366622e-01
4.730000000000000426e+00,-4.358317811787046175e-18,-7.566909727065599841e-18,-8.557098117680929372e-02,3.142578038724726636e-18,7.537714887632510980e-18,8.777570210831569081e-13,1.086603855974190569e-01
